,name,position,height,weight,experience,country
2704,Karl Malone,Power Forward,206,113,19,Louisiana
2705,Moses Malone,Center and Power Forward,208,97,21,Virginia
2706,Matt Maloney,Point Guard,190,87,6,Maryland
2707,Steve Malovic,Power Forward,208,104,1,Ohio
2708,Mike Maloy,Power Forward,201,97,3,New York
2709,Ted Manakas,Shooting Guard,188,81,1,
2710,John Mandic,Forward,193,92,2,California
2711,Karim Mané,Point Guard,190,86,1,Senegal
2712,Frank Mangiapane,Guard,178,88,1,New York
2713,Terance Mann,Shooting Guard and Small Forward,196,97,2,New York
2714,Danny Manning,Power Forward,208,104,15,Mississippi
2715,Ed Manning,Small Forward and Power Forward,201,95,9,Mississippi
2716,Guy Manning,Small Forward,198,88,2,Texas
2717,Rich Manning,Power Forward,211,114,2,Washington
2718,Nico Mannion,Point Guard,188,86,1,Italy
2719,Pace Mannion,Small Forward,201,86,6,Utah
2720,Nick Mantis,Shooting Guard,190,86,2,Indiana
2721,Pete Maravich,Shooting Guard,196,89,10,Pennsylvania
2722,Press Maravich,Guard,183,83,1,Pennsylvania
2723,Devyn Marble,Shooting Guard,198,90,2,Michigan
2724,Roy Marble,Shooting Guard and Small Forward,198,86,2,Michigan
2725,Stephon Marbury,Point Guard,188,81,13,New York
2726,Šarūnas Marčiulionis,Shooting Guard and Small Forward,196,90,7,Lithuania
2727,Saul Mariaschin,Guard,180,74,1,
2728,Jack Marin,Small Forward,201,90,11,Pennsylvania
2729,Shawn Marion,Small Forward and Power Forward,201,99,16,Illinois
2730,Boban Marjanović,Center,224,131,6,Serbia
2731,Lauri Markkanen,Power Forward,213,108,4,Finland
2732,Damir Markota,Power Forward,208,102,1,Bosnia and Herzegovina
2733,Sean Marks,Power Forward and Center,208,113,11,New Zealand
2734,Harvey Marlatt,Shooting Guard,190,83,3,
2735,Jim Marsh,Small Forward,201,97,1,
2736,Ricky Marsh,Shooting Guard,190,90,1,New York
2737,Donny Marshall,Small Forward,201,104,5,Michigan
2738,Donyell Marshall,Power Forward and Small Forward,206,98,15,Pennsylvania
2739,Kendall Marshall,Point Guard,193,90,4,Virginia
2740,Naji Marshall,Small Forward,201,99,1,New Jersey
2741,Rawle Marshall,Shooting Guard and Small Forward,206,86,2,Guyana
2742,Tom Marshall,Small Forward,193,97,4,Tennessee
2743,Vester Marshall,Small Forward,201,90,1,
2744,Bill Martin,Small Forward,201,92,3,District of Columbia
2745,Bob Martin,Center,213,113,2,Minnesota
2746,Brian Martin,Small Forward and Power Forward,206,96,1,Arkansas
2747,Caleb Martin,Small Forward,196,92,2,North Carolina
2748,Cartier Martin,Small Forward,201,99,7,Texas
2749,Cody Martin,Small Forward,196,92,2,North Carolina
2750,Cuonzo Martin,Shooting Guard,196,96,2,Missouri
2751,Darrick Martin,Point Guard,180,77,13,Colorado
2752,Dino Martin,Guard,173,72,2,Rhode Island
2753,Don Martin,Center,201,95,3,Missouri
2754,Fernando Martín,Center,206,99,1,Spain
2755,Jarell Martin,Power Forward,208,108,4,Louisiana
2756,Jeff Martin,Shooting Guard and Point Guard,196,88,2,Arkansas
2757,Jeremiah Martin,Point Guard,190,83,2,Tennessee
2758,Kelan Martin,Small Forward,196,104,2,Kentucky
2759,Kenyon Martin,Power Forward and Center,206,106,15,Michigan
2760,Kenyon Martin Jr.,Small Forward,198,97,1,California
2761,Kevin Martin,Shooting Guard and Point Guard,201,90,12,Ohio
2762,LaRue Martin,Center,211,94,4,Illinois
2763,Maurice Martin,Small Forward,198,90,2,New York
2764,Phil Martin,Small Forward,190,86,1,Michigan
2765,Slater Martin,Point Guard,178,77,11,Texas
2766,Whitey Martin,Shooting Guard,188,83,1,
2767,Jamal Mashburn,Small Forward,203,108,11,New York
2768,Al Masino,Point Guard,178,78,2,New York
2769,Anthony Mason,Power Forward,201,113,13,Florida
2770,Desmond Mason,Small Forward and Shooting Guard,201,101,10,Texas
2771,Frank Mason III,Point Guard,180,86,4,Virginia
2772,Roger Mason,Shooting Guard,196,90,10,District of Columbia
2773,Tony Massenburg,Power Forward and Center,206,99,13,Virginia
2774,Eddie Mast,Power Forward,206,99,3,Pennsylvania
2775,Yante Maten,Power Forward,203,108,1,Michigan
2776,Garrison Mathews,Shooting Guard,196,97,2,Tennessee
2777,Mangok Mathiang,Center,208,104,1,Australia
2778,Dakota Mathias,Shooting Guard,193,90,1,Ohio
2779,Johnny Mathis,Power Forward,198,99,1,Georgia
2780,Wes Matthews,Point Guard,185,77,9,Florida
2781,Wesley Matthews,Shooting Guard and Small Forward,193,99,12,Texas
2782,Ariel Maughan,Forward,193,86,5,Utah
2783,Marlon Maxey,Power Forward,203,113,2,Illinois
2784,Tyrese Maxey,Shooting Guard,188,90,1,Texas
2785,Jason Maxiell,Power Forward and Center,201,117,10,Illinois
2786,Cedric Maxwell,Small Forward,203,92,11,North Carolina
2787,Vernon Maxwell,Shooting Guard and Point Guard,193,81,13,Florida
2788,Don May,Small Forward,193,90,7,Ohio
2789,Scott May,Small Forward,201,97,7,Ohio
2790,Sean May,Power Forward and Center,206,120,4,Illinois
2791,Lee Mayberry,Point Guard,185,78,7,Oklahoma
2792,Clyde Mayes,Power Forward,203,102,2,South Carolina
2793,Tharon Mayes,Shooting Guard,190,79,1,Connecticut
2794,Bill Mayfield,Small Forward,201,92,1,Michigan
2795,Ken Mayfield,Shooting Guard,188,83,1,Illinois
2796,Eric Maynor,Point Guard and Shooting Guard,190,79,5,North Carolina
2797,O.J. Mayo,Shooting Guard,196,95,8,West Virginia
2798,Skylar Mays,Shooting Guard,193,92,1,Louisiana
2799,Travis Mays,Point Guard,188,86,3,Florida
2800,Matt Mazza,Forward,190,95,1,New York
2801,Luc Mbah a Moute,Power Forward and Small Forward,203,104,12,Cameroon
2802,Bob McAdoo,Center and Power Forward,206,95,14,North Carolina
2803,James Michael McAdoo,Power Forward,206,104,4,Virginia
2804,Ken McBride,Shooting Guard,190,86,1,Illinois
2805,Tahjere McCall,Shooting Guard,196,88,1,Pennsylvania
2806,Ray McCallum,Point Guard,190,86,3,Wisconsin
2807,Bob McCann,Small Forward and Power Forward,198,110,5,New Jersey
2808,Brendan McCann,Point Guard,188,80,3,New York
2809,Mel McCants,Small Forward,203,108,1,Illinois
2810,Rashad McCants,Shooting Guard,193,93,4,North Carolina
2811,Mike McCarron,Guard,180,81,2,New York
2812,Andre McCarter,Point Guard,190,86,3,Pennsylvania
2813,Willie McCarter,Shooting Guard,190,79,3,Indiana
2814,Johnny McCarthy,Point Guard and Shooting Guard,185,83,6,New York
2815,Howie McCarty,Forward,188,86,1,
2816,Kelly McCarty,Shooting Guard,201,90,1,Illinois
2817,Walter McCarty,Power Forward and Small Forward,208,104,10,Indiana
2818,Amal McCaskill,Center,211,106,4,Illinois
2819,Patrick McCaw,Shooting Guard and Small Forward,201,82,5,Missouri
2820,Dwayne McClain,Small Forward,198,83,1,Massachusetts
2821,Ted McClain,Shooting Guard and Point Guard,185,81,8,Tennessee
2822,Dan McClintock,Center,213,122,1,California
2823,Jack McCloskey,Shooting Guard,188,86,1,Pennsylvania
2824,George McCloud,Small Forward,198,92,12,Florida
2825,CJ McCollum,Shooting Guard,190,86,8,Ohio
2826,John McConathy,Forward,196,88,1,Louisiana
2827,Bucky McConnell,Point Guard,178,77,1,New Jersey
2828,T.J. McConnell,Point Guard,185,86,6,Pennsylvania
2829,Keith McCord,Shooting Guard,201,95,1,Alabama
2830,Tim McCormick,Center,211,108,8,Michigan
2831,Jelani McCoy,Center,208,111,8,California
2832,Paul McCracken,Shooting Guard,193,81,3,New York
2833,Chris McCray,Shooting Guard,196,87,1,Maryland
2834,Rodney McCray,Small Forward and Power Forward,201,99,10,New York
2835,Scooter McCray,Power Forward,206,97,3,New York
2836,Erik McCree,Small Forward,201,99,1,Florida
2837,Chris McCullough,Power Forward,211,90,3,New York
2838,John McCullough,Shooting Guard,193,86,1,Ohio
2839,Clint McDaniel,Shooting Guard,193,81,1,Oklahoma
2840,Xavier McDaniel,Small Forward and Power Forward,201,92,12,South Carolina
2841,Jaden McDaniels,Power Forward,206,83,1,Washington
2842,Jalen McDaniels,Small Forward,206,92,2,Washington
2843,Jim McDaniels,Center,211,103,5,Kentucky
2844,K.J. McDaniels,Small Forward and Shooting Guard,198,92,3,Alabama
2845,Doug McDermott,Small Forward and Power Forward,201,102,7,North Dakota
2846,Sean McDermott,Small Forward,198,88,1,Indiana
2847,Ben McDonald,Power Forward and Small Forward,203,95,4,California
2848,Glenn McDonald,Small Forward,198,86,3,Illinois
2849,Michael McDonald,Center,208,105,1,Texas
2850,Roderick McDonald,Small Forward and Power Forward,198,92,3,Florida
2851,Hank McDowell,Power Forward,206,97,6,Tennessee
2852,Antonio McDyess,Power Forward and Center,206,99,15,Mississippi
2853,Jim McElroy,Point Guard,190,86,7,Arkansas
2854,Patrick McFarland,Shooting Guard,196,83,3,Pennsylvania
2855,Ivan McFarlin,Power Forward,203,108,1,Texas
2856,Mel McGaha,Guard,185,86,1,Louisiana
2857,Mitch McGary,Power Forward,208,115,2,Indiana
2858,JaVale McGee,Center,213,122,13,Michigan
2859,Mike McGee,Small Forward and Shooting Guard,196,86,9,Texas
2860,Bill McGill,Center,206,102,5,Texas
2861,George McGinnis,Power Forward and Small Forward,203,106,11,Alabama
2862,Jon McGlocklin,Shooting Guard and Small Forward,196,92,11,Indiana
2863,Tracy McGrady,Shooting Guard and Small Forward,203,95,16,Florida
2864,Gil McGregor,Power Forward,203,108,1,
2865,Elton McGriff,Center,206,102,2,Texas
2866,Rodney McGruder,Shooting Guard,193,92,5,Maryland
2867,Alfred McGuire,Point Guard,188,81,3,New York
2868,Allie McGuire,Shooting Guard,190,79,1,New York
2869,Dick McGuire,Point Guard,183,81,11,New York
2870,Dominic McGuire,Small Forward,206,99,6,California
2871,Kevin McHale,Power Forward,208,95,13,Minnesota
2872,Maurice McHartley,Shooting Guard and Point Guard,190,83,3,Michigan
2873,Jim McIlvaine,Center,216,108,7,Wisconsin
2874,Jeff McInnis,Point Guard and Shooting Guard,193,86,11,North Carolina
2875,Kenny McIntosh,Small Forward,201,102,4,Michigan
2876,Bob McIntyre,Small Forward,198,97,2,
2877,Jerry McKee,Guard,190,86,1,
2878,Kevin McKenna,Shooting Guard,196,88,6,Minnesota
2879,Forrest McKenzie,Small Forward,201,90,1,New Jersey
2880,Stan McKenzie,Small Forward and Shooting Guard,196,88,7,Florida
2881,Derrick McKey,Small Forward,206,92,15,Mississippi
2882,Aaron McKie,Shooting Guard,196,94,13,Pennsylvania
2883,Billy McKinney,Point Guard,183,72,7,Illinois
2884,Bones McKinney,Small Forward,198,83,6,North Carolina
2885,Carlton McKinney,Shooting Guard,193,86,2,California
2886,Trey McKinney-Jones,Shooting Guard,196,97,1,Wisconsin
2887,Alfonzo McKinnie,Small Forward,201,97,4,Illinois
2888,Jordan McLaughlin,Point Guard,180,83,2,California
2889,Ben McLemore,Shooting Guard and Small Forward,190,88,8,Missouri
2890,McCoy McLemore,Small Forward,201,104,8,Texas
2891,George McLeod,Forward,196,90,1,Texas
2892,Keith McLeod,Point Guard,188,85,4,Ohio
2893,Roshown McLeod,Small Forward,203,100,3,New Jersey
2894,Jack McMahon,Point Guard and Shooting Guard,185,83,8,New York
2895,Nate McMillan,Point Guard and Shooting Guard,196,88,12,North Carolina
2896,Tom McMillen,Center,211,97,11,New York
2897,Jim McMillian,Small Forward,196,97,9,North Carolina
2898,Shellie McMillon,Small Forward and Power Forward,196,92,4,
2899,Mal McMullen,Forward,196,95,2,Ohio
2900,Chet McNabb,Forward,188,90,1,
2901,Mark McNamara,Center,211,106,8,California
2902,Joe McNamee,Small Forward,198,95,2,California
2903,Jerel McNeal,Point Guard,190,90,1,Illinois
2904,Chris McNealy,Power Forward,201,95,3,California
2905,Bob McNeill,Point Guard,185,77,2,Pennsylvania
2906,Larry McNeill,Power Forward,206,88,6,North Carolina
2907,Carl McNulty,Shooting Guard,190,83,1,Indiana
2908,Paul McPherson,Point Guard,193,95,1,Illinois
2909,Roy McPipe,Shooting Guard,190,92,1,Indiana
2910,Cozell McQueen,Power Forward,211,106,1,France
2911,Jordan McRae,Shooting Guard and Point Guard,196,81,4,Georgia
2912,Thales McReynolds,Guard,190,83,1,Alabama
2913,Josh McRoberts,Power Forward and Center,208,108,11,Indiana
2914,Eric McWilliams,Power Forward,203,90,1,Colorado
2915,George Mearns,Forward,190,79,2,Rhode Island
2916,Stanislav Medvedenko,Power Forward and Center,208,113,7,Ukraine
2917,Darnell Mee,Shooting Guard,196,79,2,Tennessee
2918,Jodie Meeks,Shooting Guard,193,95,10,Tennessee
2919,Cliff Meely,Power Forward,203,97,5,Mississippi
2920,Scott Meents,Power Forward,208,102,2,Illinois
2921,Dick Mehen,Power Forward,196,88,3,West Virginia
2922,Monk Meineke,Power Forward,201,94,5,Ohio
2923,Carl Meinhold,Guard,188,83,2,Pennsylvania
2924,Salah Mejri,Center,218,106,4,Tunisia
2925,Gal Mekel,Point Guard,190,86,2,Israel
2926,Bill Melchionni,Point Guard,185,74,9,Pennsylvania
2927,Gary Melchionni,Shooting Guard and Point Guard,188,83,2,New Jersey
2928,Nicolò Melli,Power Forward and Center,206,107,2,Italy
2929,Fab Melo,Center,213,115,1,Brazil
2930,De'Anthony Melton,Point Guard,188,90,3,California
2931,Ed Melvin,Guard,175,77,1,Pennsylvania
2932,Dean Meminger,Shooting Guard and Point Guard,183,79,6,South Carolina
2933,Chuck Mencel,Point Guard,183,76,2,Wisconsin
2934,John Mengelt,Shooting Guard,188,88,10,Wisconsin
2935,Ken Menke,Guard,183,76,1,Illinois
2936,Pops Mensah-Bonsu,Power Forward,206,108,4,United Kingdom
2937,Dewitt Menyard,Center,208,95,1,Mississippi
2938,Ron Mercer,Shooting Guard and Small Forward,201,95,8,Tennessee
2939,Joe Meriweather,Center and Power Forward,208,97,10,Alabama
2940,Porter Meriwether,Point Guard,188,81,1,
2941,Sam Merrill,Shooting Guard,193,92,1,Utah
2942,Tom Meschery,Small Forward and Power Forward,198,97,10,China
2943,Chimezie Metu,Center and Power Forward,206,102,3,California
2944,Bill Meyer,Guard,190,88,1,Ohio
2945,Loren Meyer,Power Forward and Center,208,116,3,Iowa
2946,Dave Meyers,Power Forward,203,97,4,California
2947,Stan Miasek,Small Forward and Power Forward,196,95,6,New York
2948,Larry Micheaux,Power Forward,206,99,2,Texas
2949,Jordan Mickey,Power Forward,203,106,3,Texas
2950,Khris Middleton,Small Forward and Shooting Guard,201,100,9,South Carolina
2951,Red Mihalik,Guard,183,81,1,Pennsylvania
2952,Chris Mihm,Center and Power Forward,213,120,8,Wisconsin
2953,Eric Mika,Center,208,104,1,Utah
2954,Ed Mikan,Center,203,104,6,Illinois
2955,George Mikan,Center,208,111,7,Illinois
2956,Larry Mikan,Small Forward,201,95,1,Minnesota
2957,Vern Mikkelsen,Power Forward,201,104,10,California
2958,Al Miksis,Center,201,95,1,
2959,Aaron Miles,Point Guard,185,79,1,Oregon
2960,C.J. Miles,Small Forward,198,99,15,Texas
2961,Darius Miles,Small Forward,206,95,7,Illinois
2962,Eddie Miles,Shooting Guard and Point Guard,193,88,9,Arkansas
2963,Marko Milič,Shooting Guard and Small Forward,198,106,2,Slovenia
2964,Darko Miličić,Center and Power Forward,213,113,10,Serbia
2965,Nat Militzok,Forward,190,88,1,New York
2966,Andre Miller,Point Guard and Shooting Guard,190,90,17,California
2967,Anthony Miller,Power Forward,206,102,8,Michigan
2968,Bill Miller,Forward,190,86,1,
2969,Bob Miller,Power Forward,208,104,1,Kentucky
2970,Brad Miller,Center and Power Forward,211,110,14,Indiana
2971,Darius Miller,Small Forward,198,102,6,Kentucky
2972,Dick Miller,Small Forward,198,97,1,Wisconsin
2973,Eddie Miller,Center,203,102,2,New York
2974,Harry Miller,Center,193,104,1,New York
2975,Jay Miller,Small Forward,196,92,4,Missouri
2976,Larry Miller,Shooting Guard,193,86,7,Pennsylvania
2977,Malcolm Miller,Small Forward,201,95,3,Maryland
2978,Mike Miller,Small Forward and Shooting Guard,203,98,17,South Dakota
2979,Oliver Miller,Center and Power Forward,206,127,9,Texas
2980,Quincy Miller,Power Forward,206,95,3,Illinois
2981,Reggie Miller,Shooting Guard,201,83,18,California
2982,Walt Miller,Forward,188,86,1,Pennsylvania
2983,Chris Mills,Small Forward and Power Forward,198,97,10,California
2984,John Mills,Center,203,92,1,Kentucky
2985,Patty Mills,Point Guard,185,81,12,Australia
2986,Terry Mills,Power Forward,208,104,11,Michigan
2987,Elijah Millsap,Shooting Guard,198,102,3,Louisiana
2988,Paul Millsap,Power Forward,201,116,15,Louisiana
2989,Shake Milton,Shooting Guard,196,92,3,Oklahoma
2990,Harold Miner,Shooting Guard,196,95,4,California
2991,Yao Ming,Center,229,140,8,China
2992,Dirk Minniefield,Point Guard,190,81,3,Kentucky
2993,Dave Minor,Shooting Guard and Point Guard,188,83,2,Mississippi
2994,Greg Minor,Shooting Guard and Small Forward,198,95,5,Georgia
2995,Mark Minor,Small Forward,198,97,1,
2996,Nikola Mirotić,Power Forward,208,113,5,Montenegro
2997,Wat Misaka,Guard,170,68,1,Utah
2998,Jason Miskiri,Point Guard,188,79,1,Guyana
2999,Donovan Mitchell,Shooting Guard and Point Guard,185,97,4,New York
3000,Leland Mitchell,Shooting Guard,193,95,1,Mississippi
3001,Mike Mitchell,Small Forward,201,97,11,Georgia
3002,Murray Mitchell,Center,198,,1,Texas
3003,Sam Mitchell,Small Forward and Power Forward,198,95,13,Georgia
3004,Todd Mitchell,Small Forward,201,92,1,Ohio
3005,Tony Mitchell,Small Forward,198,97,1,Georgia
3006,Tony Mitchell,Power Forward,203,106,1,Wisconsin
3007,Naz Mitrou-Long,Shooting Guard,190,98,3,Canada
3008,Steve Mix,Small Forward and Power Forward,201,97,13,Ohio
3009,Bill Mlkvy,Small Forward,193,86,1,Pennsylvania
3010,Cuttino Mobley,Shooting Guard and Point Guard,193,86,11,Pennsylvania
3011,Eric Mobley,Center,211,106,3,New York
3012,Doug Moe,Small Forward,196,97,5,New York
3013,Larry Moffett,Small Forward,203,95,1,Alabama
3014,Leo Mogus,Forward,193,86,4,Ohio
3015,Nazr Mohammed,Center,208,100,18,Illinois
3016,Jérôme Moïso,Center and Power Forward,208,106,5,France
3017,Paul Mokeski,Center,213,113,12,Washington
3018,Adam Mokoka,Shooting Guard and Small Forward,193,86,2,France
3019,Jack Molinas,Small Forward,198,90,1,New York
3020,Wayne Molis,Center,203,104,2,Illinois
3021,Sidney Moncrief,Shooting Guard and Point Guard,190,81,11,Arkansas
3022,Eric Money,Point Guard and Shooting Guard,183,77,6,Michigan
3023,Sergei Monia,Small Forward,203,99,1,Russia
3024,Malik Monk,Shooting Guard,190,90,4,Arkansas
3025,Earl Monroe,Shooting Guard and Point Guard,190,83,13,Pennsylvania
3026,Greg Monroe,Center and Power Forward,211,120,9,Louisiana
3027,Rodney Monroe,Shooting Guard,190,83,1,Maryland
3028,Luis Montero,Shooting Guard,201,83,2,Dominican Republic
3029,Howie Montgomery,Small Forward,196,99,1,
3030,Eric Montross,Center,213,122,8,Indiana
3031,Jamario Moon,Small Forward,203,92,5,Alabama
3032,Jim Mooney,Small Forward,196,97,1,Pennsylvania
3033,Matt Mooney,Shooting Guard,190,90,1,Illinois
3034,Andre Moore,Small Forward and Power Forward,206,97,1,Illinois
3035,Ben Moore,Power Forward,203,99,1,Illinois
3036,E'Twaun Moore,Shooting Guard and Point Guard,190,86,10,Indiana
3037,Gene Moore,Center,206,102,7,Missouri
3038,Jackie Moore,Small Forward,196,81,3,Pennsylvania
3039,Johnny Moore,Point Guard,185,79,9,Pennsylvania
3040,Larry Moore,Forward,201,97,1,Indiana
3041,Lowes Moore,Point Guard,185,77,3,South Carolina
3042,Mikki Moore,Center and Power Forward,211,102,13,South Carolina
3043,Otto Moore,Center,211,92,9,Florida
3044,Richard Moore,Shooting Guard,188,86,1,
3045,Ron Moore,Center,213,117,1,New York
3046,Tracy Moore,Shooting Guard and Small Forward,193,90,5,Oklahoma
3047,Ja Morant,Point Guard,190,78,2,South Carolina
3048,Eric Moreland,Power Forward,208,107,4,Texas
3049,Jackie Moreland,Power Forward and Small Forward,201,97,8,Louisiana
3050,Guy Morgan,Shooting Guard,203,92,1,Virginia
3051,Juwan Morgan,Power Forward,201,105,2,Missouri
3052,Rex Morgan,Shooting Guard,196,86,2,Illinois
3053,Elmore Morgenthaler,Center,206,104,2,Texas
3054,Darren Morningstar,Center,208,106,1,Washington
3055,Chris Morris,Small Forward and Shooting Guard,203,95,11,Georgia
3056,Darius Morris,Point Guard,193,86,4,California
3057,Isaiah Morris,Small Forward,203,103,1,Virginia
3058,Jaylen Morris,Shooting Guard,196,83,2,New York
3059,Marcus Morris,Power Forward and Small Forward,203,98,10,Pennsylvania
3060,Markieff Morris,Power Forward,206,111,10,Pennsylvania
3061,Max Morris,Forward,188,88,1,Illinois
3062,Monte Morris,Point Guard,188,83,4,Michigan
3063,Randolph Morris,Center and Power Forward,208,120,4,Texas
3064,Terence Morris,Small Forward,206,100,3,Maryland
3065,Adam Morrison,Small Forward and Power Forward,203,92,3,Montana
3066,John Morrison,Guard,188,86,1,
3067,Mike Morrison,Shooting Guard,193,88,1,District of Columbia
3068,Red Morrison,Center,203,99,3,California
3069,Anthony Morrow,Shooting Guard,196,95,9,North Carolina
3070,Dwayne Morton,Point Guard,201,88,1,Kentucky
3071,John Morton,Shooting Guard and Small Forward,190,81,3,New York
3072,Richard Morton,Point Guard,190,86,1,California
3073,Glenn Mosley,Power Forward,203,88,2,New Jersey
